f2-0300	measure	2	7	4	0	0	two	normal
f2-0301	measure	2	7	4	0	0	original	normal
f2-0302	measure	2	7	4	0	0	three	normal
f2-0303	measure	2	7	4	2	0	three	normal
f2-0304	measure	2	7	4	2	0	original	normal
f2-0305	measure	2	7	4	2	0	two	normal
f2-0306	measure	2	7	4	0	4	two	normal
f2-0307	measure	2	7	4	0	4	three	normal
f2-0308	measure	2	7	4	0	4	original	normal
f2-0309	measure	2	7	4	2	3	three	normal
f2-0310	measure	2	7	4	2	3	two	normal
f2-0311	measure	2	7	4	2	3	original	normal
f2-0312	measure	2	7	4	2	6	original	normal
f2-0313	measure	2	7	4	2	6	two	normal
f2-0314	measure	2	7	4	2	6	three	normal
f2-0315	measure	2	7	4	1	2	original	normal
f2-0316	measure	2	7	4	1	2	two	normal
f2-0317	measure	2	7	4	1	2	three	normal
f2-0318	measure	2	7	4	1	1	three	normal
f2-0319	measure	2	7	4	1	1	two	normal
f2-0320	measure	2	7	4	1	1	original	normal
f2-0321	measure	2	7	4	1	5	original	normal
f2-0322	measure	2	7	4	1	5	three	normal
f2-0323	measure	2	7	4	1	5	two	normal
f2-0324	measure	2	7	4	1	0	original	normal
f2-0325	measure	2	7	4	1	0	two	normal
f2-0326	measure	2	7	4	1	0	three	normal
f2-0327	measure	2	7	4	2	2	original	normal
f2-0328	measure	2	7	4	2	2	two	normal
f2-0329	measure	2	7	4	2	2	three	normal
f2-0330	measure	2	8	4	2	2	original	normal
f2-0331	measure	2	8	4	2	2	three	normal
f2-0332	measure	2	8	4	2	2	two	normal
f2-0333	measure	2	8	4	2	6	two	normal
f2-0334	measure	2	8	4	2	6	original	normal
f2-0335	measure	2	8	4	2	6	three	normal
f2-0336	measure	2	8	4	1	5	two	normal
f2-0337	measure	2	8	4	1	5	original	normal
f2-0338	measure	2	8	4	1	5	three	normal
f2-0339	measure	2	8	4	1	2	three	normal
f2-0340	measure	2	8	4	1	2	original	normal
f2-0341	measure	2	8	4	1	2	two	normal
f2-0342	measure	2	8	4	2	0	original	normal
f2-0343	measure	2	8	4	2	0	three	normal
f2-0344	measure	2	8	4	2	0	two	normal
f2-0345	measure	2	8	4	0	4	two	normal
f2-0346	measure	2	8	4	0	4	three	normal
f2-0347	measure	2	8	4	0	4	original	normal
f2-0348	measure	2	8	4	0	0	three	normal
f2-0349	measure	2	8	4	0	0	two	normal
f2-0350	measure	2	8	4	0	0	original	normal
f2-0351	measure	2	8	4	1	0	original	normal
f2-0352	measure	2	8	4	1	0	two	normal
f2-0353	measure	2	8	4	1	0	three	normal
f2-0354	measure	2	8	4	1	1	three	normal
f2-0355	measure	2	8	4	1	1	original	normal
f2-0356	measure	2	8	4	1	1	two	normal
f2-0357	measure	2	8	4	2	3	two	normal
f2-0358	measure	2	8	4	2	3	three	normal
f2-0359	measure	2	8	4	2	3	original	normal
f2-0360	measure	2	8	4	0	1	three	normal
f2-0361	measure	2	8	4	0	1	original	normal
f2-0362	measure	2	8	4	0	1	two	normal
f2-0363	measure	2	9	4	0	0	two	normal
f2-0364	measure	2	9	4	0	0	three	normal
f2-0365	measure	2	9	4	0	0	original	normal
f2-0366	measure	2	9	4	2	0	original	normal
f2-0367	measure	2	9	4	2	0	three	normal
f2-0368	measure	2	9	4	2	0	two	normal
f2-0369	measure	2	9	4	2	6	original	normal
f2-0370	measure	2	9	4	2	6	two	normal
f2-0371	measure	2	9	4	2	6	three	normal
f2-0372	measure	2	9	4	1	0	original	normal
f2-0373	measure	2	9	4	1	0	two	normal
f2-0374	measure	2	9	4	1	0	three	normal
f2-0375	measure	2	9	4	1	5	two	normal
f2-0376	measure	2	9	4	1	5	three	normal
f2-0377	measure	2	9	4	1	5	original	normal
f2-0378	measure	2	9	4	0	4	two	normal
f2-0379	measure	2	9	4	0	4	three	normal
f2-0380	measure	2	9	4	0	4	original	normal
f2-0381	measure	2	9	4	2	2	two	normal
f2-0382	measure	2	9	4	2	2	three	normal
f2-0383	measure	2	9	4	2	2	original	normal
f2-0384	measure	2	9	4	2	3	three	normal
f2-0385	measure	2	9	4	2	3	original	normal
f2-0386	measure	2	9	4	2	3	two	normal
f2-0387	measure	2	9	4	0	1	three	normal
f2-0388	measure	2	9	4	0	1	original	normal
f2-0389	measure	2	9	4	0	1	two	normal
f2-0390	measure	2	9	4	1	2	three	normal
f2-0391	measure	2	9	4	1	2	two	normal
f2-0392	measure	2	9	4	1	2	original	normal
f2-0393	measure	2	9	4	1	1	two	normal
f2-0394	measure	2	9	4	1	1	original	normal
f2-0395	measure	2	9	4	1	1	three	normal
