universal01-00197	multi1_4	4	0	0	validate	2	distinct	canonical	10
universal01-00198	multi1_4	4	0	0	validate	2	distinct	canonical	110
universal01-00199	multi1_4	4	0	0	validate	2	distinct	canonical	111
universal01-00200	multi1_4	4	0	0	replace	2	colliding	allocated	0
universal01-00201	multi1_4	4	0	0	replace	2	colliding	allocated	10
universal01-00202	multi1_4	4	0	0	replace	2	colliding	allocated	110
universal01-00203	multi1_4	4	0	0	replace	2	colliding	allocated	111
universal01-00204	multi1_4	4	0	0	validate	2	colliding	allocated	0
universal01-00205	multi1_4	4	0	0	validate	2	colliding	allocated	10
universal01-00206	multi1_4	4	0	0	validate	2	colliding	allocated	110
universal01-00207	multi1_4	4	0	0	validate	2	colliding	allocated	111
universal01-00208	multi1_4	4	0	0	replace	2	colliding	canonical	0
universal01-00209	multi1_4	4	0	0	replace	2	colliding	canonical	10
universal01-00210	multi1_4	4	0	0	replace	2	colliding	canonical	110
universal01-00211	multi1_4	4	0	0	replace	2	colliding	canonical	111
universal01-00212	multi1_4	4	0	0	validate	2	colliding	canonical	0
universal01-00213	multi1_4	4	0	0	validate	2	colliding	canonical	10
universal01-00214	multi1_4	4	0	0	validate	2	colliding	canonical	110
universal01-00215	multi1_4	4	0	0	validate	2	colliding	canonical	111
universal01-00216	multi2_11	1,1	0,0	0,1	replace	0	distinct	allocated	00
universal01-00217	multi2_11	1,1	0,0	0,1	replace	0	distinct	allocated	01
universal01-00218	multi2_11	1,1	0,0	0,1	replace	0	distinct	allocated	10
universal01-00219	multi2_11	1,1	0,0	0,1	replace	0	distinct	allocated	11
universal01-00220	multi2_11	1,1	0,0	0,1	validate	0	distinct	allocated	00
universal01-00221	multi2_11	1,1	0,0	0,1	validate	0	distinct	allocated	01
universal01-00222	multi2_11	1,1	0,0	0,1	validate	0	distinct	allocated	10
universal01-00223	multi2_11	1,1	0,0	0,1	validate	0	distinct	allocated	11
universal01-00224	multi2_11	1,1	0,0	0,1	replace	0	distinct	canonical	00
universal01-00225	multi2_11	1,1	0,0	0,1	replace	0	distinct	canonical	01
universal01-00226	multi2_11	1,1	0,0	0,1	replace	0	distinct	canonical	10
universal01-00227	multi2_11	1,1	0,0	0,1	replace	0	distinct	canonical	11
universal01-00228	multi2_11	1,1	0,0	0,1	validate	0	distinct	canonical	00
universal01-00229	multi2_11	1,1	0,0	0,1	validate	0	distinct	canonical	01
universal01-00230	multi2_11	1,1	0,0	0,1	validate	0	distinct	canonical	10
universal01-00231	multi2_11	1,1	0,0	0,1	validate	0	distinct	canonical	11
universal01-00232	multi2_11	1,1	0,0	0,1	replace	0	colliding	allocated	00
universal01-00233	multi2_11	1,1	0,0	0,1	replace	0	colliding	allocated	01
universal01-00234	multi2_11	1,1	0,0	0,1	replace	0	colliding	allocated	10
universal01-00235	multi2_11	1,1	0,0	0,1	replace	0	colliding	allocated	11
universal01-00236	multi2_11	1,1	0,0	0,1	validate	0	colliding	allocated	00
universal01-00237	multi2_11	1,1	0,0	0,1	validate	0	colliding	allocated	01
universal01-00238	multi2_11	1,1	0,0	0,1	validate	0	colliding	allocated	10
universal01-00239	multi2_11	1,1	0,0	0,1	validate	0	colliding	allocated	11
universal01-00240	multi2_11	1,1	0,0	0,1	replace	0	colliding	canonical	00
universal01-00241	multi2_11	1,1	0,0	0,1	replace	0	colliding	canonical	01
universal01-00242	multi2_11	1,1	0,0	0,1	replace	0	colliding	canonical	10
universal01-00243	multi2_11	1,1	0,0	0,1	replace	0	colliding	canonical	11
universal01-00244	multi2_11	1,1	0,0	0,1	validate	0	colliding	canonical	00
universal01-00245	multi2_11	1,1	0,0	0,1	validate	0	colliding	canonical	01
universal01-00246	multi2_11	1,1	0,0	0,1	validate	0	colliding	canonical	10
universal01-00247	multi2_11	1,1	0,0	0,1	validate	0	colliding	canonical	11
universal01-00248	multi2_11	1,1	0,0	0,1	replace	1	distinct	allocated	00
universal01-00249	multi2_11	1,1	0,0	0,1	replace	1	distinct	allocated	010
universal01-00250	multi2_11	1,1	0,0	0,1	replace	1	distinct	allocated	011
universal01-00251	multi2_11	1,1	0,0	0,1	replace	1	distinct	allocated	100
universal01-00252	multi2_11	1,1	0,0	0,1	replace	1	distinct	allocated	101
universal01-00253	multi2_11	1,1	0,0	0,1	replace	1	distinct	allocated	110
universal01-00254	multi2_11	1,1	0,0	0,1	replace	1	distinct	allocated	111
universal01-00255	multi2_11	1,1	0,0	0,1	validate	1	distinct	allocated	00
universal01-00256	multi2_11	1,1	0,0	0,1	validate	1	distinct	allocated	010
universal01-00257	multi2_11	1,1	0,0	0,1	validate	1	distinct	allocated	011
universal01-00258	multi2_11	1,1	0,0	0,1	validate	1	distinct	allocated	100
universal01-00259	multi2_11	1,1	0,0	0,1	validate	1	distinct	allocated	101
universal01-00260	multi2_11	1,1	0,0	0,1	validate	1	distinct	allocated	110
universal01-00261	multi2_11	1,1	0,0	0,1	validate	1	distinct	allocated	111
universal01-00262	multi2_11	1,1	0,0	0,1	replace	1	distinct	canonical	00
universal01-00263	multi2_11	1,1	0,0	0,1	replace	1	distinct	canonical	010
universal01-00264	multi2_11	1,1	0,0	0,1	replace	1	distinct	canonical	011
universal01-00265	multi2_11	1,1	0,0	0,1	replace	1	distinct	canonical	100
universal01-00266	multi2_11	1,1	0,0	0,1	replace	1	distinct	canonical	101
universal01-00267	multi2_11	1,1	0,0	0,1	replace	1	distinct	canonical	110
universal01-00268	multi2_11	1,1	0,0	0,1	replace	1	distinct	canonical	111
universal01-00269	multi2_11	1,1	0,0	0,1	validate	1	distinct	canonical	00
universal01-00270	multi2_11	1,1	0,0	0,1	validate	1	distinct	canonical	010
universal01-00271	multi2_11	1,1	0,0	0,1	validate	1	distinct	canonical	011
universal01-00272	multi2_11	1,1	0,0	0,1	validate	1	distinct	canonical	100
universal01-00273	multi2_11	1,1	0,0	0,1	validate	1	distinct	canonical	101
universal01-00274	multi2_11	1,1	0,0	0,1	validate	1	distinct	canonical	110
universal01-00275	multi2_11	1,1	0,0	0,1	validate	1	distinct	canonical	111
universal01-00276	multi2_11	1,1	0,0	0,1	replace	1	colliding	allocated	00
universal01-00277	multi2_11	1,1	0,0	0,1	replace	1	colliding	allocated	010
universal01-00278	multi2_11	1,1	0,0	0,1	replace	1	colliding	allocated	011
universal01-00279	multi2_11	1,1	0,0	0,1	replace	1	colliding	allocated	100
universal01-00280	multi2_11	1,1	0,0	0,1	replace	1	colliding	allocated	101
universal01-00281	multi2_11	1,1	0,0	0,1	replace	1	colliding	allocated	110
universal01-00282	multi2_11	1,1	0,0	0,1	replace	1	colliding	allocated	111
universal01-00283	multi2_11	1,1	0,0	0,1	validate	1	colliding	allocated	00
universal01-00284	multi2_11	1,1	0,0	0,1	validate	1	colliding	allocated	010
universal01-00285	multi2_11	1,1	0,0	0,1	validate	1	colliding	allocated	011
universal01-00286	multi2_11	1,1	0,0	0,1	validate	1	colliding	allocated	100
universal01-00287	multi2_11	1,1	0,0	0,1	validate	1	colliding	allocated	101
universal01-00288	multi2_11	1,1	0,0	0,1	validate	1	colliding	allocated	110
universal01-00289	multi2_11	1,1	0,0	0,1	validate	1	colliding	allocated	111
universal01-00290	multi2_11	1,1	0,0	0,1	replace	1	colliding	canonical	00
universal01-00291	multi2_11	1,1	0,0	0,1	replace	1	colliding	canonical	010
universal01-00292	multi2_11	1,1	0,0	0,1	replace	1	colliding	canonical	011
universal01-00293	multi2_11	1,1	0,0	0,1	replace	1	colliding	canonical	100
universal01-00294	multi2_11	1,1	0,0	0,1	replace	1	colliding	canonical	101
universal01-00295	multi2_11	1,1	0,0	0,1	replace	1	colliding	canonical	110
universal01-00296	multi2_11	1,1	0,0	0,1	replace	1	colliding	canonical	111
universal01-00297	multi2_11	1,1	0,0	0,1	validate	1	colliding	canonical	00
universal01-00298	multi2_11	1,1	0,0	0,1	validate	1	colliding	canonical	010
universal01-00299	multi2_11	1,1	0,0	0,1	validate	1	colliding	canonical	011
universal01-00300	multi2_11	1,1	0,0	0,1	validate	1	colliding	canonical	100
universal01-00301	multi2_11	1,1	0,0	0,1	validate	1	colliding	canonical	101
universal01-00302	multi2_11	1,1	0,0	0,1	validate	1	colliding	canonical	110
universal01-00303	multi2_11	1,1	0,0	0,1	validate	1	colliding	canonical	111
universal01-00304	multi2_11	1,1	0,0	0,1	replace	2	distinct	allocated	00
universal01-00305	multi2_11	1,1	0,0	0,1	replace	2	distinct	allocated	010
universal01-00306	multi2_11	1,1	0,0	0,1	replace	2	distinct	allocated	0110
universal01-00307	multi2_11	1,1	0,0	0,1	replace	2	distinct	allocated	0111
universal01-00308	multi2_11	1,1	0,0	0,1	replace	2	distinct	allocated	100
universal01-00309	multi2_11	1,1	0,0	0,1	replace	2	distinct	allocated	1010
universal01-00310	multi2_11	1,1	0,0	0,1	replace	2	distinct	allocated	1011
universal01-00311	multi2_11	1,1	0,0	0,1	replace	2	distinct	allocated	1100
universal01-00312	multi2_11	1,1	0,0	0,1	replace	2	distinct	allocated	1101
universal01-00313	multi2_11	1,1	0,0	0,1	replace	2	distinct	allocated	1110
universal01-00314	multi2_11	1,1	0,0	0,1	replace	2	distinct	allocated	1111
universal01-00315	multi2_11	1,1	0,0	0,1	validate	2	distinct	allocated	00
